?gene	?label	?taxon_label
<http://www.informatics.jax.org/marker/MGI:1333870>	"Ate1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:109452>	"Smad1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1202722>	"Gtf2i"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1337100>	"Wdr1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:95454>	"Etl4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1337120>	"Slc7a7"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1918387>	"Rfx4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1278319>	"Fpr2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1915928>	"Smtnl1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1197007>	"Birc3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1913266>	"Tk2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:106684>	"Slc18a1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1099790>	"Plk2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1913837>	"Fastk"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1100886>	"Prom1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1922035>	"Fam73b"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:97879>	"Rbp4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1929658>	"Tbk1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1933163>	"Trim2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1930187>	"Maged1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2153041>	"Gjc3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1346863>	"Mapk10"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:95749>	"Glra3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1202878>	"Meig1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1914533>	"Slc25a19"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1916788>	"Antxr1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:104698>	"Lim2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:103062>	"Stat4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1914487>	"Cul4a"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:99906>	"Tie1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:101876>	"Tead1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:96113>	"Hmgb1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2444210>	"Nr1d1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:98795>	"Tpbpa"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2150150>	"Slc4a10"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:96561>	"Il7"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1353434>	"Gulo"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1352466>	"Nr2c2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:99474>	"Arrb2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2387643>	"B9d2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:97537>	"Pecam1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:104637>	"Tgfbr3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1919638>	"Ripk4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1355318>	"Il27ra"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1858422>	"Lpar2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:97347>	"Nkx2-2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:88343>	"Cd69"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:104741>	"Nfkbia"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:102551>	"Ccnf"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1338071>	"Ikbkb"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1335079>	"Elf5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1913192>	"Fhl5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1925152>	"Prune"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1098283>	"Per1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:96208>	"Hoxd4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:97394>	"Oat"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:87998>	"Alox12"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1926058>	"Stxbp5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1298387>	"Fhl1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:894762>	"Ldb1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:103574>	"Amph"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1927999>	"Mlxipl"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1889005>	"Fxyd4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1196274>	"Cdca8"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:109323>	"Htr2b"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1921346>	"Hvcn1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:99146>	"Ybx1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:95432>	"Ces1e"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1347002>	"Angptl2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1915666>	"Sycn"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:101895>	"Pou3f2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1346325>	"Gadd45g"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1270153>	"Zfp106"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:96929>	"Mc3r"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:3042378>	"Frmpd4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:96103>	"Hk1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:107188>	"Arnt2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2441808>	"Cdc14b"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:88329>	"Cd34"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1919357>	"Dscc1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:98753>	"Timp2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2178598>	"Bloc1s5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1347008>	"Plod3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:103298>	"Apobec1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:102890>	"Ccng1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2443183>	"Mia3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1927753>	"Inpp5e"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1858178>	"Usp2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2145950>	"Scrib"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:98328>	"Sstr2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1914853>	"Dusp6"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1929538>	"Dap3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1352447>	"Abcc2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1352630>	"Abcc9"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1921692>	"Sgms2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2669796>	"Rtn4rl2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2443639>	"Ccdc66"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:109574>	"Tectb"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:105062>	"Amhr2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2676885>	"Mir21a"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1343085>	"Spop"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:97808>	"Ptpra"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1341909>	"Ly96"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1914434>	"Ndufa13"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1929230>	"Bloc1s4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2144117>	"Smg6"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2659071>	"Rapgef2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:108059>	"Stx2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1932093>	"Jdp2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1194504>	"Kcnj10"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1914720>	"Abcg8"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1933192>	"Nxf2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:98347>	"Snrpn"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1923442>	"Abhd12"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1861380>	"Sphk2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:97076>	"Mpl"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1099804>	"Hip1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:106601>	"Prm3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1914725>	"Ero1lb"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2179523>	"Fcgr4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:98229>	"Apcs"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1206039>	"Nkx6-1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:3612190>	"Trim72"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:87904>	"Actb"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2141857>	"Atf5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1306821>	"Nck2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:99846>	"Gdi1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:96788>	"Lifr"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1100881>	"Prss12"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2668412>	"Gpr119"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:88385>	"Cfh"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2450915>	"Sec23ip"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:97813>	"Ptpre"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:3603820>	"Tctn1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1345138>	"Spry2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1923517>	"Fads1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1890149>	"Tpm3"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:98250>	"Scn4a"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1328317>	"Trex1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:88521>	"Cryga"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1351633>	"Ip6k1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:108417>	"Nrtn"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1927166>	"Chst11"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:96785>	"Lhx2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1338820>	"Bmp10"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:2441982>	"Aldh5a1"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1344365>	"Dand5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1355296>	"Park2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:107490>	"Pdcd4"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:109565>	"Kmt2b"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:1333791>	"Artn"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:103006>	"Epb41l5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:95519>	"Fgf5"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.informatics.jax.org/marker/MGI:99495>	"Brd2"^^<http://www.w3.org/2001/XMLSchema#string>	"Mus musculus"^^<http://www.w3.org/2001/XMLSchema#string>
