Character Number	GeneID	Genename	EQ IC	Entity IC	Evidence
2	ZDB-GENE-040426-2833	stxbp3	0.42	0.34	N/A
2	ZDB-GENE-040709-1	otomp	0.42	0.34	N/A
2	ZDB-GENE-070117-1997	clx	0.42	0.34	N/A
2	ZDB-GENE-070117-2033	eps	0.42	0.34	N/A
2	ZDB-GENE-070117-2106	hsd	0.42	0.34	N/A
2	ZDB-GENE-070117-2210	miz	0.42	0.34	N/A
2	ZDB-GENE-070117-2232	nob	0.42	0.34	N/A
2	ZDB-GENE-070117-2261	pgu	0.42	0.34	N/A
2	ZDB-GENE-070117-2286	pkt	0.42	0.34	N/A
2	ZDB-GENE-070117-2287	puz	0.42	0.34	N/A
2	ZDB-GENE-070117-2328	sah	0.42	0.34	N/A
2	ZDB-GENE-070117-2365	bch	0.42	0.34	N/A
2	ZDB-GENE-070117-2387	spok	0.42	0.34	N/A
2	ZDB-GENE-070117-2400	stw	0.42	0.34	N/A
2	ZDB-GENE-070117-2404	sed	0.42	0.34	N/A
2	ZDB-GENE-070117-2466	wei	0.42	0.34	N/A
2	ZDB-GENE-070117-2467	wup	0.42	0.34	N/A
2	ZDB-GENE-070427-10	peb	0.42	0.34	N/A
2	ZDB-GENE-070427-11	cod	0.42	0.34	N/A
2	ZDB-GENE-070427-9	ter	0.42	0.34	N/A
1	ZDB-GENE-070117-2326	roy	0.42	0.33	N/A
4	ZDB-GENE-070117-2188	mgt	0.42	0.33	N/A
1	ZDB-GENE-990415-174	neurog1	0.42	0.31	N/A
4	ZDB-GENE-070117-564	unm_to219	0.42	0.31	N/A
1	ZDB-GENE-070117-2184	luc	0.42	0.29	N/A
4	ZDB-GENE-070117-2184	luc	0.42	0.29	N/A
1	ZDB-GENE-070117-2285	pun	0.42	0.28	N/A
4	ZDB-GENE-070615-29	cdx1b	0.42	0.28	N/A
1	ZDB-GENE-040426-2449	ift122	0.42	0.26	N/A
4	ZDB-GENE-070117-2046	exp	0.42	0.25	N/A
4	ZDB-GENE-980526-437	ntla	0.42	0.25	N/A
4	ZDB-GENE-990415-22	dharma	0.42	0.25	N/A
1	ZDB-GENE-070117-2112	hph	0.42	0.24	N/A
1	ZDB-GENE-070117-501	unm_tm130e	0.42	0.24	N/A
4	ZDB-GENE-061226-1	kcnh1a	0.42	0.24	N/A
4	ZDB-GENE-121128-4	kcnh1b	0.42	0.24	N/A
4	ZDB-GENE-980526-333	sox3	0.42	0.24	N/A
1	ZDB-GENE-020905-2	copa	0.42	0.23	N/A
1	ZDB-GENE-060825-162	kctd13	0.42	0.23	N/A
1	ZDB-GENE-010724-7	copb2	0.42	0.22	N/A
1	ZDB-GENE-030131-7779	slc1a2b	0.42	0.22	N/A
1	ZDB-GENE-030219-38	copb1	0.42	0.22	N/A
1	ZDB-GENE-040624-5	ctcf	0.42	0.22	N/A
1	ZDB-GENE-060810-31	lratb	0.42	0.22	N/A
1	ZDB-GENE-070112-2002	kdm6al	0.42	0.22	N/A
1	ZDB-GENE-070117-169	unm_tc265b	0.42	0.22	N/A
1	ZDB-GENE-070117-190	unm_tm339	0.42	0.22	N/A
1	ZDB-GENE-070117-2087	git	0.42	0.22	N/A
1	ZDB-GENE-070117-2090	gno	0.42	0.22	N/A
1	ZDB-GENE-070117-2206	mik	0.42	0.22	N/A
1	ZDB-GENE-070117-2234	not	0.42	0.22	N/A
1	ZDB-GENE-070117-2284	pro	0.42	0.22	N/A
1	ZDB-GENE-070117-2319	roc	0.42	0.22	N/A
1	ZDB-GENE-070117-2338	sla	0.42	0.22	N/A
1	ZDB-GENE-070117-2418	tar	0.42	0.22	N/A
1	ZDB-GENE-070117-2508	chg	0.42	0.22	N/A
1	ZDB-GENE-070117-253	unm_tk259	0.42	0.22	N/A
1	ZDB-GENE-070117-275	unm_tf244	0.42	0.22	N/A
1	ZDB-GENE-070117-331	unm_to2a	0.42	0.22	N/A
1	ZDB-GENE-070117-337	unm_tm70d	0.42	0.22	N/A
1	ZDB-GENE-070117-363	unm_tu33	0.42	0.22	N/A
1	ZDB-GENE-070117-426	unm_tc248b	0.42	0.22	N/A
1	ZDB-GENE-070117-432	unm_tn21	0.42	0.22	N/A
1	ZDB-GENE-070117-452	unm_tg209f	0.42	0.22	N/A
1	ZDB-GENE-070117-473	unm_te353	0.42	0.22	N/A
1	ZDB-GENE-070117-494	unm_tv214a	0.42	0.22	N/A
1	ZDB-GENE-070117-497	unm_tc313	0.42	0.22	N/A
1	ZDB-GENE-070117-559	unm_tm97d	0.42	0.22	N/A
1	ZDB-GENE-070117-607	unm_tu46	0.42	0.22	N/A
4	ZDB-GENE-000616-13	appa	0.42	0.22	N/A
4	ZDB-GENE-010724-7	copb2	0.42	0.22	N/A
4	ZDB-GENE-010906-1	ache	0.42	0.22	N/A
4	ZDB-GENE-020905-1	atp2a1	0.42	0.22	N/A
4	ZDB-GENE-020905-2	copa	0.42	0.22	N/A
4	ZDB-GENE-021031-4	plod3	0.42	0.22	N/A
4	ZDB-GENE-030131-7779	slc1a2b	0.42	0.22	N/A
4	ZDB-GENE-030131-9184	rps3a	0.42	0.22	N/A
4	ZDB-GENE-030131-9790	abca12	0.42	0.22	N/A
4	ZDB-GENE-030219-38	copb1	0.42	0.22	N/A
4	ZDB-GENE-040801-106	glrbb	0.42	0.22	N/A
4	ZDB-GENE-041221-2	prnprs1	0.42	0.22	N/A
4	ZDB-GENE-050320-85	dbt	0.42	0.22	N/A
4	ZDB-GENE-070112-2002	kdm6al	0.42	0.22	N/A
4	ZDB-GENE-070117-169	unm_tc265b	0.42	0.22	N/A
4	ZDB-GENE-070117-190	unm_tm339	0.42	0.22	N/A
4	ZDB-GENE-070117-2087	git	0.42	0.22	N/A
4	ZDB-GENE-070117-2090	gno	0.42	0.22	N/A
4	ZDB-GENE-070117-2206	mik	0.42	0.22	N/A
4	ZDB-GENE-070117-2234	not	0.42	0.22	N/A
4	ZDB-GENE-070117-2284	pro	0.42	0.22	N/A
4	ZDB-GENE-070117-2285	pun	0.42	0.22	N/A
4	ZDB-GENE-070117-2319	roc	0.42	0.22	N/A
4	ZDB-GENE-070117-2338	sla	0.42	0.22	N/A
4	ZDB-GENE-070117-2423	med10	0.42	0.22	N/A
4	ZDB-GENE-070117-2508	chg	0.42	0.22	N/A
4	ZDB-GENE-070117-253	unm_tk259	0.42	0.22	N/A
4	ZDB-GENE-070117-275	unm_tf244	0.42	0.22	N/A
4	ZDB-GENE-070117-331	unm_to2a	0.42	0.22	N/A
4	ZDB-GENE-070117-337	unm_tm70d	0.42	0.22	N/A
4	ZDB-GENE-070117-363	unm_tu33	0.42	0.22	N/A
4	ZDB-GENE-070117-426	unm_tc248b	0.42	0.22	N/A
4	ZDB-GENE-070117-432	unm_tn21	0.42	0.22	N/A
4	ZDB-GENE-070117-452	unm_tg209f	0.42	0.22	N/A
4	ZDB-GENE-070117-473	unm_te353	0.42	0.22	N/A
4	ZDB-GENE-070117-494	unm_tv214a	0.42	0.22	N/A
4	ZDB-GENE-070117-497	unm_tc313	0.42	0.22	N/A
4	ZDB-GENE-070117-501	unm_tm130e	0.42	0.22	N/A
4	ZDB-GENE-070117-521	unm_ti205	0.42	0.22	N/A
4	ZDB-GENE-070117-559	unm_tm97d	0.42	0.22	N/A
4	ZDB-GENE-070117-607	unm_tu46	0.42	0.22	N/A
4	ZDB-GENE-091026-6	mir126b	0.42	0.22	N/A
4	ZDB-GENE-110410-1	unm_tku3	0.42	0.22	N/A
4	ZDB-GENE-980526-423	foxa3	0.42	0.22	N/A
1	ZDB-GENE-030616-609	ppp1cb	0.42	0.2	N/A
1	ZDB-GENE-990415-230	qkia	0.42	0.19	N/A
2	ZDB-GENE-070117-1113	unm_t30214	0.42	0.19	N/A
2	ZDB-GENE-070117-1115	unm_t30696	0.42	0.19	N/A
2	ZDB-GENE-070117-1127	unm_t30721	0.42	0.19	N/A
2	ZDB-GENE-070117-1421	unm_t30213	0.42	0.19	N/A
1	ZDB-GENE-070306-11	unm_b1074	0.42	0.18	N/A
4	ZDB-GENE-041008-136	top2b	0.42	0.16	N/A
1	ZDB-GENE-070117-1690	unm_t30984	0.42	0.1	N/A
1	ZDB-GENE-070117-1697	unm_t31050	0.42	0.1	N/A
1	ZDB-GENE-120809-2	rlim	0.42	0.1	N/A
4	ZDB-GENE-040426-2092	pdlim7	0.41	0.25	2
4	ZDB-GENE-980526-561	myod1	0.41	0.4	3
1	ZDB-GENE-040426-1457	shox2	0.41	0.26	3
2	ZDB-GENE-990415-94	hsp90aa1.1	0.41	0.4	N/A
4	ZDB-GENE-000616-6	myf5	0.41	0.4	N/A
4	ZDB-GENE-030131-1229	acta2	0.41	0.4	N/A
4	ZDB-GENE-990415-94	hsp90aa1.1	0.41	0.4	N/A
2	ZDB-GENE-001030-3	pax8	0.41	0.38	N/A
2	ZDB-GENE-030515-6	nrarpa	0.41	0.38	N/A
2	ZDB-GENE-040426-2906	nedd1	0.41	0.38	N/A
2	ZDB-GENE-070117-1607	gwr	0.41	0.38	N/A
2	ZDB-GENE-070306-10	unm_b1039	0.41	0.38	N/A
2	ZDB-GENE-070306-5	unm_b896	0.41	0.38	N/A
2	ZDB-GENE-011101-2	dcc	0.41	0.37	N/A
2	ZDB-GENE-080724-10	col4a3bpa	0.41	0.37	N/A
2	ZDB-GENE-080925-6	gau	0.41	0.37	N/A
2	ZDB-GENE-990415-169	ntn1a	0.41	0.37	N/A
1	ZDB-GENE-030131-1033	agrn	0.41	0.36	N/A
1	ZDB-GENE-030131-3238	pabpc1a	0.41	0.36	N/A
1	ZDB-GENE-030131-6986	ncl	0.41	0.36	N/A
1	ZDB-GENE-040426-1586	znf143b	0.41	0.36	N/A
1	ZDB-GENE-050107-1	erbb3b	0.41	0.36	N/A
1	ZDB-GENE-070117-1459	unm_t30768	0.41	0.36	N/A
1	ZDB-GENE-070117-1460	unm_t30775	0.41	0.36	N/A
1	ZDB-GENE-070117-1461	unm_t30776	0.41	0.36	N/A
1	ZDB-GENE-070117-1462	unm_t30769	0.41	0.36	N/A
1	ZDB-GENE-070117-1713	unm_t31209	0.41	0.36	N/A
1	ZDB-GENE-070117-1714	unm_t31210	0.41	0.36	N/A
1	ZDB-GENE-070117-1716	unm_t31219	0.41	0.36	N/A
1	ZDB-GENE-070117-1717	unm_t31220	0.41	0.36	N/A
1	ZDB-GENE-070117-1719	unm_t31226	0.41	0.36	N/A
1	ZDB-GENE-070117-1722	unm_t31227	0.41	0.36	N/A
1	ZDB-GENE-070117-1723	unm_t31228	0.41	0.36	N/A
1	ZDB-GENE-070117-1729	unm_t31269	0.41	0.36	N/A
1	ZDB-GENE-070117-1733	unm_t31278	0.41	0.36	N/A
1	ZDB-GENE-070117-1734	unm_t31281	0.41	0.36	N/A
1	ZDB-GENE-070117-1735	unm_t31282	0.41	0.36	N/A
1	ZDB-GENE-070117-1741	unm_t31322	0.41	0.36	N/A
1	ZDB-GENE-070117-1742	unm_t31324	0.41	0.36	N/A
1	ZDB-GENE-070117-1744	unm_t31325	0.41	0.36	N/A
1	ZDB-GENE-070117-1745	unm_t31362	0.41	0.36	N/A
1	ZDB-GENE-070117-1747	unm_t31364	0.41	0.36	N/A
1	ZDB-GENE-070117-1749	unm_t31401	0.41	0.36	N/A
1	ZDB-GENE-070117-1752	unm_t31405	0.41	0.36	N/A
1	ZDB-GENE-070117-1756	unm_t31428	0.41	0.36	N/A
1	ZDB-GENE-070117-1758	unm_t31430	0.41	0.36	N/A
1	ZDB-GENE-070117-1761	unm_t31480	0.41	0.36	N/A
1	ZDB-GENE-070117-1766	unm_t31509	0.41	0.36	N/A
1	ZDB-GENE-070117-1767	unm_t31510	0.41	0.36	N/A
1	ZDB-GENE-991105-4	cx43	0.41	0.36	N/A
2	ZDB-GENE-070117-1459	unm_t30768	0.41	0.36	N/A
2	ZDB-GENE-070117-1460	unm_t30775	0.41	0.36	N/A
2	ZDB-GENE-070117-1461	unm_t30776	0.41	0.36	N/A
2	ZDB-GENE-070117-1462	unm_t30769	0.41	0.36	N/A
4	ZDB-GENE-990415-82	gata3	0.41	0.36	N/A
1	ZDB-GENE-041212-76	foxj1b	0.41	0.34	N/A
2	ZDB-GENE-050419-45	gmds	0.41	0.34	N/A
1	ZDB-GENE-030131-2590	clint1a	0.41	0.33	N/A
1	ZDB-GENE-040426-1435	ilk	0.41	0.33	N/A
1	ZDB-GENE-060503-499	dyrk1b	0.41	0.33	N/A
2	ZDB-GENE-120123-1	ftt	0.41	0.33	N/A
2	ZDB-GENE-070117-2408	stf	0.41	0.28	N/A
2	ZDB-GENE-070117-505	unm_m750	0.41	0.28	N/A
2	ZDB-GENE-990603-1	cse1l	0.41	0.28	N/A
1	ZDB-GENE-120320-1	clmpa	0.41	0.27	N/A
2	ZDB-GENE-041210-245	nup107	0.41	0.27	N/A
1	ZDB-GENE-010406-5	dhfr	0.41	0.26	N/A
1	ZDB-GENE-030109-2	ruvbl1	0.41	0.26	N/A
1	ZDB-GENE-030113-2	ttna	0.41	0.26	N/A
1	ZDB-GENE-030131-3684	sgcd	0.41	0.26	N/A
1	ZDB-GENE-040426-1432	pdcd10a	0.41	0.26	N/A
1	ZDB-GENE-040426-2172	junba	0.41	0.26	N/A
1	ZDB-GENE-040426-2185	tpm4a	0.41	0.26	N/A
1	ZDB-GENE-040426-2607	pdcd10b	0.41	0.26	N/A
1	ZDB-GENE-041001-209	mep1a.1	0.41	0.26	N/A
1	ZDB-GENE-041010-119	csrp3	0.41	0.26	N/A
1	ZDB-GENE-041111-91	polr2m	0.41	0.26	N/A
1	ZDB-GENE-050506-132	fermt2	0.41	0.26	N/A
1	ZDB-GENE-050506-61	vcl	0.41	0.26	N/A
1	ZDB-GENE-050809-1	slc8a1a	0.41	0.26	N/A
1	ZDB-GENE-050913-84	dnm2	0.41	0.26	N/A
1	ZDB-GENE-070112-532	asb11	0.41	0.26	N/A
1	ZDB-GENE-070501-5	tcap	0.41	0.26	N/A
1	ZDB-GENE-120202-1	lpar3	0.41	0.26	N/A
1	ZDB-GENE-120730-1	abraa	0.41	0.26	N/A
1	ZDB-GENE-980526-112	isl1	0.41	0.26	N/A
1	ZDB-GENE-980526-221	desma	0.41	0.26	N/A
1	ZDB-GENE-980526-260	gata2a	0.41	0.26	N/A
2	ZDB-GENE-000427-7	tbx20	0.41	0.26	N/A
2	ZDB-GENE-000705-1	kdrl	0.41	0.26	N/A
2	ZDB-GENE-001228-2	s1pr1	0.41	0.26	N/A
2	ZDB-GENE-030109-2	ruvbl1	0.41	0.26	N/A
2	ZDB-GENE-030131-3831	utp15	0.41	0.26	N/A
2	ZDB-GENE-030131-9807	colec12	0.41	0.26	N/A
2	ZDB-GENE-030219-213	mcamb	0.41	0.26	N/A
2	ZDB-GENE-040426-1432	pdcd10a	0.41	0.26	N/A
2	ZDB-GENE-040426-1586	znf143b	0.41	0.26	N/A
2	ZDB-GENE-040426-2172	junba	0.41	0.26	N/A
2	ZDB-GENE-040426-2423	igfbp7	0.41	0.26	N/A
2	ZDB-GENE-040426-2607	pdcd10b	0.41	0.26	N/A
2	ZDB-GENE-050816-1	tdp2b	0.41	0.26	N/A
2	ZDB-GENE-090828-5	synpo2lb	0.41	0.26	N/A
2	ZDB-GENE-120730-1	abraa	0.41	0.26	N/A
4	ZDB-GENE-980526-112	isl1	0.41	0.26	N/A
1	ZDB-GENE-030131-2721	add3a	0.41	0.25	N/A
1	ZDB-GENE-030813-2	piwil1	0.41	0.25	N/A
1	ZDB-GENE-051101-1	wwtr1	0.41	0.25	N/A
1	ZDB-GENE-060510-3	brca2	0.41	0.25	N/A
1	ZDB-GENE-070117-1331	unm_t30448	0.41	0.25	N/A
1	ZDB-GENE-070117-1333	unm_t30314	0.41	0.25	N/A
1	ZDB-GENE-070117-1334	unm_t30420	0.41	0.25	N/A
1	ZDB-GENE-070117-1647	unm_t31368	0.41	0.25	N/A
1	ZDB-GENE-070117-1648	unm_t31370	0.41	0.25	N/A
1	ZDB-GENE-070117-1652	unm_t31449	0.41	0.25	N/A
1	ZDB-GENE-070117-1653	unm_t31530	0.41	0.25	N/A
1	ZDB-GENE-070117-1656	unm_t31532	0.41	0.25	N/A
1	ZDB-GENE-070117-2414	sug	0.41	0.25	N/A
1	ZDB-GENE-090421-1	ankhd1	0.41	0.25	N/A
1	ZDB-GENE-090504-1	srk	0.41	0.25	N/A
1	ZDB-GENE-090504-2	hlk	0.41	0.25	N/A
1	ZDB-GENE-980526-440	cbfb	0.41	0.25	N/A
2	ZDB-GENE-030131-3238	pabpc1a	0.41	0.25	N/A
2	ZDB-GENE-030219-146	bmper	0.41	0.25	N/A
2	ZDB-GENE-060510-3	brca2	0.41	0.25	N/A
2	ZDB-GENE-060803-1	ahi1	0.41	0.25	N/A
2	ZDB-GENE-090421-1	ankhd1	0.41	0.25	N/A
2	ZDB-GENE-980526-440	cbfb	0.41	0.25	N/A
4	ZDB-GENE-010406-5	dhfr	0.41	0.25	N/A
4	ZDB-GENE-010426-1	dmd	0.41	0.25	N/A
4	ZDB-GENE-020503-1	igf1ra	0.41	0.25	N/A
4	ZDB-GENE-020503-2	igf1rb	0.41	0.25	N/A
4	ZDB-GENE-021223-1	dag1	0.41	0.25	N/A
4	ZDB-GENE-030113-2	ttna	0.41	0.25	N/A
4	ZDB-GENE-030131-5431	fxr1	0.41	0.25	N/A
4	ZDB-GENE-030131-6986	ncl	0.41	0.25	N/A
4	ZDB-GENE-030131-9187	sept9a	0.41	0.25	N/A
4	ZDB-GENE-030728-4	cxxc1	0.41	0.25	N/A
4	ZDB-GENE-030813-2	piwil1	0.41	0.25	N/A
4	ZDB-GENE-040426-1156	enpp2	0.41	0.25	N/A
4	ZDB-GENE-040426-2185	tpm4a	0.41	0.25	N/A
4	ZDB-GENE-040426-2795	rp2	0.41	0.25	N/A
4	ZDB-GENE-041010-119	csrp3	0.41	0.25	N/A
4	ZDB-GENE-041111-91	polr2m	0.41	0.25	N/A
4	ZDB-GENE-050506-61	vcl	0.41	0.25	N/A
4	ZDB-GENE-051101-1	wwtr1	0.41	0.25	N/A
4	ZDB-GENE-051102-1	nphs1	0.41	0.25	N/A
4	ZDB-GENE-060119-1	lama2	0.41	0.25	N/A
4	ZDB-GENE-060803-1	ahi1	0.41	0.25	N/A
4	ZDB-GENE-070117-1259	imo	0.41	0.25	N/A
4	ZDB-GENE-070117-1331	unm_t30448	0.41	0.25	N/A
4	ZDB-GENE-070117-1333	unm_t30314	0.41	0.25	N/A
4	ZDB-GENE-070117-1334	unm_t30420	0.41	0.25	N/A
4	ZDB-GENE-070117-1647	unm_t31368	0.41	0.25	N/A
4	ZDB-GENE-070117-1648	unm_t31370	0.41	0.25	N/A
4	ZDB-GENE-070117-1652	unm_t31449	0.41	0.25	N/A
4	ZDB-GENE-070117-1653	unm_t31530	0.41	0.25	N/A
4	ZDB-GENE-070117-1656	unm_t31532	0.41	0.25	N/A
4	ZDB-GENE-070119-5	obscnl	0.41	0.25	N/A
4	ZDB-GENE-070501-5	tcap	0.41	0.25	N/A
4	ZDB-GENE-080204-6	slc2a10	0.41	0.25	N/A
4	ZDB-GENE-090504-1	srk	0.41	0.25	N/A
4	ZDB-GENE-090504-2	hlk	0.41	0.25	N/A
4	ZDB-GENE-110909-1	its	0.41	0.25	N/A
4	ZDB-GENE-110909-2	isa	0.41	0.25	N/A
4	ZDB-GENE-120202-1	lpar3	0.41	0.25	N/A
4	ZDB-GENE-980526-221	desma	0.41	0.25	N/A
4	ZDB-GENE-980526-260	gata2a	0.41	0.25	N/A
1	ZDB-GENE-030131-6778	rtf1	0.41	0.24	N/A
1	ZDB-GENE-070427-12	fsb	0.41	0.24	N/A
4	ZDB-GENE-030131-341	hmgb1a	0.41	0.24	N/A
2	ZDB-GENE-030616-572	scrib	0.41	0.23	N/A
2	ZDB-GENE-050706-140	exosc3	0.41	0.23	N/A
2	ZDB-GENE-050913-85	pggt1b	0.41	0.23	N/A
1	ZDB-GENE-031117-1	rbpja	0.41	0.22	N/A
1	ZDB-GENE-040419-2	mtp	0.41	0.22	N/A
1	ZDB-GENE-060726-1	gipc1	0.41	0.22	N/A
1	ZDB-GENE-070117-1124	unm_t30379	0.41	0.22	N/A
1	ZDB-GENE-070319-1	rbpjb	0.41	0.22	N/A
1	ZDB-GENE-070818-1	loxl2a	0.41	0.22	N/A
2	ZDB-GENE-000605-1	runx1	0.41	0.22	N/A
2	ZDB-GENE-081104-81	rpgrip1l	0.41	0.22	N/A
1	ZDB-GENE-070117-715	exa	0.41	0.21	N/A
4	ZDB-GENE-040426-1432	pdcd10a	0.41	0.21	N/A
4	ZDB-GENE-040426-2607	pdcd10b	0.41	0.21	N/A
4	ZDB-GENE-090828-5	synpo2lb	0.41	0.21	N/A
2	ZDB-GENE-040426-2161	wls	0.41	0.2	N/A
2	ZDB-GENE-031113-14	mibp2	0.41	0.19	N/A
2	ZDB-GENE-050309-23	itga6a	0.41	0.19	N/A
4	ZDB-GENE-031113-14	mibp2	0.41	0.19	N/A
4	ZDB-GENE-050309-23	itga6a	0.41	0.19	N/A
4	ZDB-GENE-060228-4	st8sia3	0.41	0.19	N/A
2	ZDB-GENE-021231-3	wdr43	0.41	0.18	N/A
2	ZDB-GENE-030131-2152	prickle1b	0.41	0.18	N/A
2	ZDB-GENE-990415-62	ephb4a	0.41	0.18	N/A
4	ZDB-GENE-040822-18	cdc26	0.41	0.18	N/A
1	ZDB-GENE-040625-24	lum	0.41	0.17	N/A
2	ZDB-GENE-001207-7	epha4a	0.41	0.17	N/A
2	ZDB-GENE-070122-2	celsr2	0.41	0.17	N/A
2	ZDB-GENE-080415-1	rest	0.41	0.17	N/A
2	ZDB-GENE-990415-225	fzd3a	0.41	0.17	N/A
4	ZDB-GENE-050706-140	exosc3	0.41	0.17	N/A
1	ZDB-GENE-030804-1	tnr	0.41	0.15	N/A
1	ZDB-GENE-040303-1	dab2	0.41	0.13	N/A
2	ZDB-GENE-030131-9770	amotl2a	0.41	0.13	N/A
2	ZDB-GENE-030219-1	spaw	0.41	0.13	N/A
2	ZDB-GENE-040426-1724	snrkb	0.41	0.13	N/A
2	ZDB-GENE-040426-2069	elmo1	0.41	0.13	N/A
2	ZDB-GENE-040611-2	nrp2a	0.41	0.13	N/A
2	ZDB-GENE-040718-44	rspo1	0.41	0.13	N/A
2	ZDB-GENE-041213-1	unc5b	0.41	0.13	N/A
2	ZDB-GENE-051031-1	itga2b	0.41	0.13	N/A
2	ZDB-GENE-060726-1	gipc1	0.41	0.13	N/A
2	ZDB-GENE-070117-1124	unm_t30379	0.41	0.13	N/A
2	ZDB-GENE-070511-1	prkcz	0.41	0.13	N/A
2	ZDB-GENE-090313-79	fbxw7	0.41	0.13	N/A
2	ZDB-GENE-090506-7	ccbe1	0.41	0.13	N/A
2	ZDB-GENE-980526-326	flt4	0.41	0.13	N/A
2	ZDB-GENE-990415-67	efnb2a	0.41	0.13	N/A
4	ZDB-GENE-020117-2	gbx1	0.41	0.12	N/A
2	ZDB-GENE-040625-109	eaf1	0.41	0.1	N/A
2	ZDB-GENE-040625-179	eaf2	0.41	0.1	N/A
4	ZDB-GENE-070117-1124	unm_t30379	0.41	0.1	N/A
2	ZDB-GENE-020814-2	cxadr	0.4	0.4	N/A
2	ZDB-GENE-030131-1229	acta2	0.4	0.4	N/A
2	ZDB-GENE-090929-156	mir145	0.4	0.4	N/A
1	ZDB-GENE-050417-279	lrrc39	0.4	0.39	N/A
1	ZDB-GENE-070117-1444	unm_t30607	0.4	0.39	N/A
1	ZDB-GENE-070117-161	unm_tq221b	0.4	0.39	N/A
1	ZDB-GENE-070117-2083	get	0.4	0.39	N/A
2	ZDB-GENE-021212-1	ddx55	0.4	0.39	N/A
2	ZDB-GENE-021231-2	tsr2	0.4	0.39	N/A
2	ZDB-GENE-070117-2048	fac	0.4	0.39	N/A
2	ZDB-GENE-070117-294	unm_ty5	0.4	0.39	N/A
2	ZDB-GENE-070117-567	unm_tp46	0.4	0.39	N/A
2	ZDB-GENE-070117-615	unm_ty17b	0.4	0.39	N/A
4	ZDB-GENE-000427-3	p2rx3a	0.4	0.39	N/A
4	ZDB-GENE-000710-4	zic2a	0.4	0.39	N/A
4	ZDB-GENE-040709-2	cpsf1	0.4	0.39	N/A
4	ZDB-GENE-050417-279	lrrc39	0.4	0.39	N/A
4	ZDB-GENE-070117-1444	unm_t30607	0.4	0.39	N/A
4	ZDB-GENE-070117-161	unm_tq221b	0.4	0.39	N/A
4	ZDB-GENE-120123-23	unm_tft93	0.4	0.39	N/A
1	ZDB-GENE-090508-16	azi1	0.4	0.34	N/A
1	ZDB-GENE-051030-42	eif3hb	0.4	0.26	N/A
2	ZDB-GENE-000928-1	fech	0.4	0.25	N/A
2	ZDB-GENE-030131-4097	scrt2	0.4	0.15	N/A
4	ZDB-GENE-070117-2181	lot	0.4	0.15	N/A
1	ZDB-GENE-030131-4097	scrt2	0.4	0.13	N/A
2	ZDB-GENE-040303-1	dab2	0.4	0.13	N/A
4	ZDB-GENE-030131-4097	scrt2	0.4	0.12	N/A
1	ZDB-GENE-071130-1	nkd2a	0.4	0.07	N/A
1	ZDB-GENE-070117-140	unm_m572	0.39	0.39	N/A
1	ZDB-GENE-070117-143	unm_m658	0.39	0.39	N/A
1	ZDB-GENE-070117-147	unm_m565	0.39	0.39	N/A
1	ZDB-GENE-070117-2011	dan	0.39	0.39	N/A
1	ZDB-GENE-070117-2012	dad	0.39	0.39	N/A
1	ZDB-GENE-070117-2168	let	0.39	0.39	N/A
1	ZDB-GENE-070117-2297	rdy	0.39	0.39	N/A
1	ZDB-GENE-070117-237	unm_m756	0.39	0.39	N/A
1	ZDB-GENE-070117-2488	zon	0.39	0.39	N/A
1	ZDB-GENE-070117-2490	bot	0.39	0.39	N/A
1	ZDB-GENE-070117-283	unm_m203	0.39	0.39	N/A
1	ZDB-GENE-070117-302	unm_tm136	0.39	0.39	N/A
1	ZDB-GENE-070117-318	unm_m738	0.39	0.39	N/A
1	ZDB-GENE-070117-394	unm_m180	0.39	0.39	N/A
1	ZDB-GENE-070117-398	unm_m708	0.39	0.39	N/A
1	ZDB-GENE-070117-423	unm_m361	0.39	0.39	N/A
1	ZDB-GENE-070117-446	unm_m360	0.39	0.39	N/A
1	ZDB-GENE-070117-471	unm_m110	0.39	0.39	N/A
1	ZDB-GENE-070117-509	unm_m399	0.39	0.39	N/A
1	ZDB-GENE-070117-538	unm_m483	0.39	0.39	N/A
1	ZDB-GENE-070117-616	unm_m105	0.39	0.39	N/A
1	ZDB-GENE-070117-624	unm_m719	0.39	0.39	N/A
1	ZDB-GENE-070117-625	unm_to79b	0.39	0.39	N/A
1	ZDB-GENE-070117-629	unm_m142	0.39	0.39	N/A
1	ZDB-GENE-070117-74	ppo	0.39	0.39	N/A
1	ZDB-GENE-070117-77	sph	0.39	0.39	N/A
1	ZDB-GENE-070117-84	jaw	0.39	0.39	N/A
1	ZDB-GENE-070117-87	kno	0.39	0.39	N/A
2	ZDB-GENE-050417-279	lrrc39	0.39	0.39	N/A
2	ZDB-GENE-070117-140	unm_m572	0.39	0.39	N/A
2	ZDB-GENE-070117-143	unm_m658	0.39	0.39	N/A
2	ZDB-GENE-070117-1444	unm_t30607	0.39	0.39	N/A
2	ZDB-GENE-070117-147	unm_m565	0.39	0.39	N/A
2	ZDB-GENE-070117-161	unm_tq221b	0.39	0.39	N/A
2	ZDB-GENE-070117-2011	dan	0.39	0.39	N/A
2	ZDB-GENE-070117-2012	dad	0.39	0.39	N/A
2	ZDB-GENE-070117-2168	let	0.39	0.39	N/A
2	ZDB-GENE-070117-2297	rdy	0.39	0.39	N/A
2	ZDB-GENE-070117-237	unm_m756	0.39	0.39	N/A
